symbol,direction,qty,entry_date,exit_date,entry_px,exit_px,entry_ref,anchor_err_pct,gross_pnl,exit_reason,hold_days,return_pct
BAC,long,662,2023-03-13,2023-03-16,26.62,26.12,27.86,-4.467,-328.99,STOP_LOSS,3,-1.87
XOM,short,83,2022-11-15,2023-03-17,100.63,89.64,100.25,0.376,911.97,T3_HIT,122,10.92
GOOGL,long,48,2023-02-23,2023-03-17,91.11,99.38,90.84,0.3,396.8,T2_HIT,22,9.07
GOOGL,long,96,2023-02-23,2023-03-20,91.11,99.24,90.84,0.3,780.28,T3_HIT,25,8.92
MU,long,79,2023-03-03,2023-03-22,55.62,57.53,55.59,0.052,150.98,T1_HIT,19,3.44
PFE,long,569,2023-03-01,2023-03-23,32.72,32.41,32.73,-0.026,-179.03,TIME_STOP,22,-0.96
MU,long,79,2023-03-03,2023-03-24,55.62,59.61,55.59,0.052,315.18,T2_HIT,21,7.17
MU,long,159,2023-03-03,2023-03-30,55.62,63.08,55.59,0.052,1185.69,T3_HIT,27,13.41
GS,long,16,2023-03-16,2023-03-31,285.86,299.24,288.81,-1.023,214.18,T1_HIT,15,4.68
SBUX,long,51,2023-03-20,2023-04-03,90.96,95.51,90.59,0.408,232.18,T1_HIT,14,5.01
AAPL,short,93,2023-03-07,2023-04-04,151.24,163.93,151.36,-0.082,-1180.46,STOP_LOSS,28,-8.39
CVX,long,34,2023-03-14,2023-04-04,136.93,148.07,137.32,-0.284,378.9,T1_HIT,21,8.14
BAC,long,641,2023-03-16,2023-04-10,26.12,25.47,26.22,-0.387,-418.84,TIME_STOP,25,-2.5
MSFT,short,68,2023-03-20,2023-04-11,269.48,278.01,271.86,-0.875,-580.21,TIME_STOP,22,-3.17
GE,short,193,2023-03-10,2023-04-13,72.1,74.05,71.84,0.368,-375.54,POST_T1_STOP,34,-2.7
CVX,long,34,2023-03-14,2023-04-14,136.93,149.25,137.32,-0.284,418.9,T2_HIT,31,9.0
SBUX,long,51,2023-03-20,2023-04-14,90.96,98.13,90.59,0.408,365.59,T2_HIT,25,7.88
GS,long,16,2023-03-16,2023-04-17,285.86,310.83,288.81,-1.023,399.65,T2_HIT,32,8.74
LMT,long,22,2023-01-17,2023-04-19,410.13,460.1,409.71,0.104,1099.28,T3_HIT,92,12.18
BA,long,24,2023-04-17,2023-04-20,202.0,207.42,201.71,0.144,130.08,T1_HIT,3,2.68
LLY,short,56,2023-04-05,2023-04-24,349.12,375.6,345.75,0.975,-1482.9,STOP_LOSS,19,-7.58
LMT,short,10,2023-04-19,2023-04-24,460.1,442.13,459.56,0.118,179.73,T1_HIT,5,3.91
SBUX,long,103,2023-03-20,2023-04-26,90.96,100.06,90.59,0.408,936.88,T3_HIT,37,10.0
NVDA,short,178,2023-04-19,2023-04-26,27.3,26.95,27.61,-1.105,63.77,T1_HIT,7,1.31
LMT,short,10,2023-04-19,2023-04-27,460.1,423.3,459.56,0.118,367.99,T2_HIT,8,8.0
SBUX,short,49,2023-04-26,2023-05-04,100.06,95.7,100.36,-0.304,213.18,T1_HIT,8,4.35
WMT,short,404,2023-04-24,2023-05-16,48.64,48.55,48.65,-0.013,37.17,TIME_STOP,22,0.19
PG,short,137,2023-04-24,2023-05-16,142.54,143.13,143.32,-0.548,-81.77,TIME_STOP,22,-0.42
NVDA,short,533,2023-04-19,2023-05-18,27.3,30.35,27.61,-1.105,-1621.79,STOP_LOSS,29,-11.14
HD,long,18,2023-05-17,2023-05-18,259.63,269.29,259.79,-0.063,173.91,T1_HIT,1,3.72
BA,long,72,2023-04-17,2023-05-22,202.0,205.51,201.71,0.144,252.72,POST_T1_STOP,35,1.74
CAT,long,95,2023-04-28,2023-05-22,203.43,204.4,204.47,-0.508,91.53,TIME_STOP,24,0.47
SBUX,short,49,2023-04-26,2023-05-24,100.06,92.98,100.36,-0.304,346.67,T2_HIT,28,7.07
LMT,short,22,2023-04-19,2023-05-26,460.1,405.9,459.56,0.118,1192.49,T3_HIT,37,11.78
QCOM,long,49,2023-05-05,2023-05-30,100.69,106.54,99.17,1.528,286.78,T1_HIT,25,5.81
QCOM,long,49,2023-05-05,2023-05-31,100.69,106.4,99.17,1.528,279.88,T2_HIT,26,5.67
NVDA,short,443,2023-05-26,2023-05-31,37.81,39.41,37.9,-0.231,-706.47,STOP_LOSS,5,-4.22
NKE,long,180,2023-05-22,2023-06-01,105.67,97.55,107.46,-1.667,-1461.3,STOP_LOSS,10,-7.68
NVDA,short,104,2023-05-31,2023-06-01,39.41,38.41,40.03,-1.556,103.68,T1_HIT,1,2.53
AMAT,short,37,2023-05-31,2023-06-07,130.22,131.85,133.12,-2.177,-60.23,T1_HIT,7,-1.25
HD,long,18,2023-05-17,2023-06-09,259.63,278.95,259.79,-0.063,347.77,T2_HIT,23,7.44
QCOM,long,98,2023-05-05,2023-06-12,100.69,113.41,99.17,1.528,1246.56,T3_HIT,38,12.63
NFLX,short,499,2023-05-31,2023-06-12,39.19,41.88,39.3,-0.282,-1344.31,STOP_LOSS,12,-6.87
GS,long,32,2023-03-16,2023-06-15,285.86,314.43,288.81,-1.023,914.4,T3_HIT,91,10.0
NVDA,short,311,2023-05-31,2023-06-20,39.41,42.91,40.03,-1.556,-1090.76,STOP_LOSS,20,-8.9
ABBV,long,161,2023-05-31,2023-06-22,121.82,122.3,121.66,0.135,76.09,TIME_STOP,22,0.39
MRK,long,50,2023-06-08,2023-06-23,98.1,104.09,98.37,-0.278,299.46,T1_HIT,15,6.11
QCOM,short,44,2023-06-12,2023-06-26,113.41,107.33,111.6,1.618,267.14,T1_HIT,14,5.35
HD,long,37,2023-05-17,2023-06-28,259.63,289.16,259.79,-0.063,1092.76,T3_HIT,42,11.38
NFLX,short,468,2023-06-12,2023-07-05,41.88,44.49,42.0,-0.279,-1220.54,TIME_STOP,23,-6.23
MS,long,66,2023-06-26,2023-07-05,75.53,77.69,75.54,-0.019,142.57,T1_HIT,9,2.86
AMAT,short,110,2023-05-31,2023-07-07,130.22,136.09,133.12,-2.177,-645.45,POST_T1_STOP,37,-4.51
SBUX,short,98,2023-04-26,2023-07-10,100.06,88.83,100.36,-0.304,1100.13,T3_HIT,75,11.22
CSCO,short,401,2023-06-20,2023-07-12,47.63,47.64,47.74,-0.24,-4.04,TIME_STOP,22,-0.02
MS,long,66,2023-06-26,2023-07-19,75.53,82.64,75.54,-0.019,469.48,T2_HIT,23,9.42
PFE,long,659,2023-06-27,2023-07-19,30.14,29.63,30.08,0.199,-333.18,TIME_STOP,22,-1.68
MS,long,131,2023-06-26,2023-07-20,75.53,84.16,75.54,-0.019,1130.76,T3_HIT,24,11.43
MRK,long,151,2023-06-08,2023-07-25,98.1,98.14,98.37,-0.278,6.73,POST_T1_STOP,47,0.05
QCOM,short,132,2023-06-12,2023-07-25,113.41,116.37,111.6,1.618,-390.81,POST_T1_STOP,43,-2.61
MU,short,69,2023-07-28,2023-08-03,70.79,66.82,70.28,0.724,273.63,T1_HIT,6,5.6
JPM,short,139,2023-07-13,2023-08-04,139.2,146.41,138.69,0.37,-1001.94,TIME_STOP,22,-5.18
AAPL,short,25,2023-07-20,2023-08-07,192.23,179.46,192.24,-0.007,319.25,T1_HIT,18,6.64
AAPL,short,25,2023-07-20,2023-08-08,192.23,177.05,192.24,-0.007,379.35,T2_HIT,19,7.89
MU,short,69,2023-07-28,2023-08-11,70.79,64.18,70.28,0.724,455.83,T2_HIT,14,9.33
JNJ,short,124,2023-07-25,2023-08-16,155.39,157.29,155.97,-0.37,-235.14,TIME_STOP,22,-1.22
GOOGL,short,150,2023-07-27,2023-08-18,130.51,127.38,128.13,1.86,469.84,TIME_STOP,22,2.4
AMZN,short,36,2023-08-07,2023-08-18,140.99,131.62,139.57,1.017,337.32,T1_HIT,11,6.65
MU,short,137,2023-07-28,2023-08-21,70.79,62.98,70.28,0.724,1070.34,T3_HIT,24,11.04
QCOM,long,172,2023-08-04,2023-08-21,110.33,102.91,111.21,-0.789,-1276.32,STOP_LOSS,17,-6.73
META,long,18,2023-08-21,2023-08-24,280.98,295.9,280.78,0.072,268.54,T1_HIT,3,5.31
SBUX,long,56,2023-08-25,2023-08-30,88.6,91.83,87.94,0.749,180.72,T1_HIT,5,3.64
NKE,long,54,2023-08-24,2023-08-31,92.72,96.41,92.77,-0.05,198.86,T1_HIT,7,3.97
MS,long,252,2023-08-16,2023-09-07,78.21,76.62,78.6,-0.493,-402.28,TIME_STOP,22,-2.04
META,long,18,2023-08-21,2023-09-08,280.98,296.62,280.78,0.072,281.39,T2_HIT,18,5.56
CSCO,short,395,2023-08-18,2023-09-11,50.47,52.4,50.56,-0.174,-762.72,TIME_STOP,24,-3.83
WFC,long,131,2023-09-07,2023-09-13,37.87,39.71,38.14,-0.706,241.17,T1_HIT,6,4.86
AMZN,short,106,2023-08-07,2023-09-19,140.99,138.7,139.57,1.017,242.74,POST_T1_STOP,43,1.62
NKE,long,160,2023-08-24,2023-09-26,92.72,84.83,92.77,-0.05,-1262.34,STOP_LOSS,33,-8.51
AAPL,short,50,2023-07-20,2023-09-28,192.23,167.08,192.24,-0.007,1257.34,T3_HIT,70,13.08
XOM,short,195,2023-09-06,2023-09-28,102.83,108.72,102.88,-0.049,-1148.55,TIME_STOP,22,-5.73
COP,short,179,2023-09-06,2023-09-28,111.54,112.46,111.87,-0.294,-164.11,TIME_STOP,22,-0.82
SBUX,long,170,2023-08-25,2023-09-29,88.6,85.88,87.94,0.749,-461.91,POST_T1_STOP,35,-3.07
LMT,long,51,2023-09-12,2023-10-04,389.7,372.16,390.74,-0.266,-894.4,TIME_STOP,22,-4.5
META,long,35,2023-08-21,2023-10-10,280.98,316.34,280.78,0.072,1237.58,T3_HIT,50,12.58
XOM,long,50,2023-10-09,2023-10-10,100.08,100.6,97.11,3.053,26.28,T1_HIT,1,0.53
C,long,132,2023-10-05,2023-10-11,36.14,37.99,36.32,-0.483,243.25,T1_HIT,6,5.1
WFC,long,394,2023-09-07,2023-10-13,37.87,37.96,38.14,-0.706,36.64,POST_T1_STOP,36,0.25
C,long,132,2023-10-05,2023-10-16,36.14,38.27,36.32,-0.483,280.58,T2_HIT,11,5.88
JNJ,long,134,2023-09-28,2023-10-20,144.63,140.26,144.27,0.249,-585.71,TIME_STOP,22,-3.02
WMT,long,96,2023-10-09,2023-10-25,50.09,52.7,50.52,-0.85,250.54,T1_HIT,16,5.21
MSFT,short,14,2023-10-26,2023-10-27,332.75,322.87,332.87,-0.037,138.3,T1_HIT,1,2.97
META,long,16,2023-10-27,2023-10-31,291.92,300.67,285.84,2.126,140.05,T1_HIT,4,3.0
META,long,16,2023-10-27,2023-11-02,291.92,314.54,285.84,2.126,361.94,T2_HIT,6,7.75
GOOGL,long,40,2023-10-30,2023-11-03,122.13,126.89,121.1,0.848,190.71,T1_HIT,4,3.9
CVX,long,67,2023-03-14,2023-11-09,136.93,126.18,137.32,-0.284,-720.04,STOP_LOSS,240,-7.85
XOM,long,150,2023-10-09,2023-11-09,100.08,93.94,97.11,3.053,-920.2,POST_T1_STOP,31,-6.13
LMT,short,48,2023-10-18,2023-11-09,411.78,413.73,409.76,0.493,-93.63,TIME_STOP,22,-0.47
GOOGL,long,40,2023-10-30,2023-11-09,122.13,130.8,121.1,0.848,346.92,T2_HIT,10,7.1
META,long,33,2023-10-27,2023-11-10,291.92,317.15,285.84,2.126,832.87,T3_HIT,14,8.65
MSFT,short,44,2023-10-26,2023-11-13,332.75,359.79,332.87,-0.037,-1190.04,STOP_LOSS,18,-8.13
C,long,264,2023-10-05,2023-11-15,36.14,41.11,36.32,-0.483,1309.58,T3_HIT,41,13.72
WMT,long,96,2023-10-09,2023-11-15,50.09,54.39,50.52,-0.85,412.4,T2_HIT,37,8.58
GOOGL,long,79,2023-10-30,2023-11-17,122.13,134.8,121.1,0.848,1001.53,T3_HIT,18,10.38
SBUX,short,213,2023-11-03,2023-11-17,93.31,99.94,92.74,0.614,-1412.09,STOP_LOSS,14,-7.1
ABBV,long,151,2023-11-01,2023-11-24,129.18,127.49,128.56,0.482,-255.75,TIME_STOP,23,-1.31
BA,short,95,2023-11-14,2023-11-24,207.25,220.61,204.54,1.325,-1269.2,STOP_LOSS,10,-6.45
MU,short,267,2023-11-10,2023-12-04,73.74,74.71,72.88,1.18,-259.2,TIME_STOP,24,-1.32
HD,short,68,2023-11-15,2023-12-07,283.64,306.21,283.2,0.155,-1534.86,STOP_LOSS,22,-7.96
IWM,short,111,2023-11-16,2023-12-08,172.76,179.55,173.37,-0.354,-754.59,TIME_STOP,22,-3.94
GOOGL,long,36,2023-12-05,2023-12-08,127.82,133.02,128.13,-0.245,187.34,T1_HIT,3,4.07
CSCO,long,433,2023-11-17,2023-12-11,44.71,45.54,44.7,0.03,358.61,TIME_STOP,24,1.85
NKE,short,182,2023-11-30,2023-12-12,104.19,113.19,104.03,0.15,-1638.84,STOP_LOSS,12,-8.64
AMD,short,144,2023-12-11,2023-12-13,130.56,137.97,128.92,1.272,-1067.04,STOP_LOSS,2,-5.68
PFE,long,773,2023-12-04,2023-12-14,24.25,22.36,24.16,0.378,-1459.91,STOP_LOSS,10,-7.79
JNJ,short,32,2023-12-05,2023-12-14,146.99,144.83,147.06,-0.047,69.02,T1_HIT,9,1.47
PFE,long,202,2023-12-14,2023-12-20,22.36,23.56,22.28,0.371,241.39,T1_HIT,6,5.34
GOOGL,long,36,2023-12-05,2023-12-21,127.82,138.26,128.13,-0.245,376.11,T2_HIT,16,8.17
INTC,short,399,2023-12-15,2023-12-27,45.33,49.96,44.58,1.689,-1846.58,STOP_LOSS,12,-10.21
C,short,419,2023-12-07,2023-12-29,44.3,47.65,44.23,0.164,-1401.7,STOP_LOSS,22,-7.55
PFE,long,202,2023-12-14,2023-12-29,22.36,24.05,22.28,0.371,340.99,T2_HIT,15,7.55
PFE,long,404,2023-12-14,2024-01-03,22.36,25.07,22.28,0.371,1093.86,T3_HIT,20,12.11
AMAT,short,28,2023-12-18,2024-01-03,157.5,148.51,158.54,-0.656,251.62,T1_HIT,16,5.71
AMAT,short,28,2023-12-18,2024-01-05,157.5,146.92,158.54,-0.656,296.3,T2_HIT,18,6.72
HON,short,93,2023-12-15,2024-01-08,190.5,189.81,190.08,0.219,63.44,TIME_STOP,24,0.36
UNH,long,35,2023-12-18,2024-01-09,501.65,510.07,503.55,-0.378,295.0,TIME_STOP,22,1.68
PG,long,134,2023-12-18,2024-01-09,134.06,138.15,133.87,0.144,548.27,TIME_STOP,22,3.05
GOOGL,long,72,2023-12-05,2024-01-12,127.82,141.42,128.13,-0.245,979.16,T3_HIT,38,10.64
JNJ,short,94,2023-12-05,2024-01-16,146.99,149.55,147.06,-0.047,-241.02,POST_T1_STOP,42,-1.74
WFC,long,104,2024-01-17,2024-01-23,43.38,45.64,43.92,-1.236,235.12,T1_HIT,6,5.21
IWM,long,25,2024-01-18,2024-01-24,185.62,193.09,184.43,0.647,186.64,T1_HIT,6,4.02
AMAT,short,57,2023-12-18,2024-01-25,157.5,173.44,158.54,-0.656,-908.4,STOP_LOSS,38,-10.12
AMD,short,103,2024-01-19,2024-01-25,165.8,183.41,162.67,1.924,-1813.83,STOP_LOSS,6,-10.62
BAC,long,153,2024-01-19,2024-01-25,29.98,31.31,29.92,0.21,203.4,T1_HIT,6,4.43
CVX,long,36,2024-01-19,2024-01-26,126.33,131.94,126.41,-0.064,202.15,T1_HIT,7,4.45
INTC,short,93,2024-01-26,2024-01-29,43.6,43.13,48.9,-10.846,43.13,T1_HIT,3,1.06
WFC,long,104,2024-01-17,2024-01-30,43.38,47.5,43.92,-1.236,428.29,T2_HIT,13,9.49
INTC,short,93,2024-01-26,2024-01-30,43.6,43.09,48.9,-10.846,46.8,T2_HIT,4,1.15
BAC,long,153,2024-01-19,2024-01-31,29.98,32.59,29.92,0.21,399.59,T2_HIT,12,8.71
QCOM,short,32,2024-01-23,2024-01-31,145.16,138.01,145.16,-0.0,228.81,T1_HIT,8,4.93
INTC,short,185,2024-01-26,2024-01-31,43.6,42.01,48.9,-10.846,293.91,T3_HIT,5,3.64
QCOM,short,32,2024-01-23,2024-02-02,145.16,133.56,145.16,-0.0,371.32,T2_HIT,10,7.99
CVX,long,36,2024-01-19,2024-02-05,126.33,135.14,126.41,-0.064,317.35,T2_HIT,17,6.98
LLY,short,29,2024-02-01,2024-02-06,635.3,728.21,633.61,0.267,-2694.42,STOP_LOSS,5,-14.62
UNH,long,37,2024-01-19,2024-02-12,488.27,491.32,489.54,-0.26,112.95,TIME_STOP,24,0.63
GE,short,179,2024-01-23,2024-02-14,100.35,112.43,103.18,-2.746,-2163.11,STOP_LOSS,22,-12.04
WFC,long,210,2024-01-17,2024-02-16,43.38,49.07,43.92,-1.236,1194.76,T3_HIT,30,13.12
IWM,long,25,2024-01-18,2024-02-16,185.62,196.73,184.43,0.647,277.64,T2_HIT,29,5.98
NFLX,short,335,2024-01-25,2024-02-16,55.19,59.69,54.49,1.294,-1507.5,STOP_LOSS,22,-8.15
WMT,long,193,2023-10-09,2024-02-21,50.09,56.73,50.52,-0.85,1282.3,T3_HIT,135,13.26
AMAT,short,23,2024-02-20,2024-02-21,191.47,184.27,195.36,-1.992,165.52,T1_HIT,1,3.76
CAT,short,58,2024-02-06,2024-02-28,312.9,316.96,311.16,0.558,-235.84,TIME_STOP,22,-1.3
BAC,long,306,2024-01-19,2024-03-05,29.98,33.17,29.92,0.21,974.04,T3_HIT,46,10.62
QCOM,short,63,2024-01-23,2024-03-05,145.16,157.22,145.16,-0.0,-759.55,STOP_LOSS,42,-8.31
NVDA,short,188,2024-02-26,2024-03-05,79.56,85.12,78.68,1.117,-1046.05,STOP_LOSS,8,-6.99
CSCO,long,389,2024-02-16,2024-03-11,45.72,46.63,46.01,-0.635,353.86,TIME_STOP,24,1.99
AMD,short,69,2024-03-05,2024-03-11,200.5,203.01,205.36,-2.367,-173.19,STOP_LOSS,6,-1.25
WMT,short,318,2024-02-21,2024-03-14,56.73,59.8,57.01,-0.483,-975.91,TIME_STOP,22,-5.41
MU,short,45,2024-03-05,2024-03-15,93.49,91.73,95.0,-1.591,79.01,T1_HIT,10,1.88
AMAT,short,68,2024-02-20,2024-03-22,191.47,204.46,195.36,-1.992,-883.57,POST_T1_STOP,31,-6.79
UNH,long,37,2024-02-29,2024-03-22,472.62,471.35,472.42,0.043,-47.28,TIME_STOP,22,-0.27
MU,short,136,2024-03-05,2024-03-22,93.49,108.43,95.0,-1.591,-2031.62,STOP_LOSS,17,-15.98
C,short,325,2024-03-06,2024-03-22,53.24,56.95,52.49,1.435,-1203.73,STOP_LOSS,16,-6.96
CVX,long,72,2024-01-19,2024-03-26,126.33,141.03,126.41,-0.064,1058.77,T3_HIT,67,11.64
MU,short,129,2024-03-22,2024-03-26,108.43,118.04,108.96,-0.489,-1239.92,STOP_LOSS,4,-8.86
MRK,long,37,2024-03-11,2024-03-28,115.25,122.82,114.19,0.931,280.09,T1_HIT,17,6.57
IWM,long,49,2024-01-18,2024-04-01,185.62,205.67,184.43,0.647,982.25,T3_HIT,74,10.8
GE,short,129,2024-03-11,2024-04-02,131.37,138.44,132.06,-0.521,-912.22,TIME_STOP,22,-5.38
MU,short,113,2024-03-27,2024-04-04,118.34,129.25,117.84,0.421,-1233.59,STOP_LOSS,8,-9.23
HON,short,21,2024-04-01,2024-04-05,192.99,184.07,192.86,0.068,187.26,T1_HIT,4,4.62
MCD,long,65,2024-03-15,2024-04-08,267.16,253.28,267.01,0.057,-902.51,TIME_STOP,24,-5.2
AAPL,long,101,2024-03-18,2024-04-09,173.68,166.88,170.76,1.708,-686.39,TIME_STOP,22,-3.91
NKE,long,184,2024-03-25,2024-04-16,89.29,88.31,89.09,0.221,-179.88,TIME_STOP,22,-1.09
UNH,long,9,2024-04-03,2024-04-17,439.75,455.55,436.07,0.843,142.2,T1_HIT,14,3.59
MS,long,49,2024-04-15,2024-04-17,81.86,84.04,80.36,1.873,106.45,T1_HIT,2,2.65
META,short,8,2024-04-05,2024-04-18,512.9,495.99,507.01,1.163,135.28,T1_HIT,13,3.3
UNH,long,9,2024-04-03,2024-04-19,439.75,473.06,436.07,0.843,299.83,T2_HIT,16,7.58
MS,long,49,2024-04-15,2024-04-24,81.86,86.82,80.36,1.873,242.6,T2_HIT,9,6.05
NFLX,long,74,2024-04-23,2024-04-24,55.65,57.43,55.46,0.341,131.87,T1_HIT,1,3.2
AMAT,long,22,2024-04-23,2024-04-25,186.56,192.47,185.78,0.418,130.08,T1_HIT,2,3.17
MRK,long,37,2024-03-11,2024-04-26,115.25,121.08,114.19,0.931,215.71,T2_HIT,46,5.06
META,short,8,2024-04-05,2024-04-26,512.9,438.08,507.01,1.163,598.58,T2_HIT,21,14.59
META,short,15,2024-04-05,2024-04-29,512.9,436.2,507.01,1.163,1150.63,T3_HIT,24,14.96
AMAT,long,22,2024-04-23,2024-04-30,186.56,199.72,185.78,0.418,289.51,T2_HIT,7,7.05
GOOGL,short,25,2024-04-29,2024-05-01,167.57,162.86,170.44,-1.681,117.95,T1_HIT,2,2.82
HON,short,64,2024-04-01,2024-05-07,192.99,183.26,192.86,0.068,623.01,POST_T1_STOP,36,5.04
MS,long,99,2024-04-15,2024-05-08,81.86,89.8,80.36,1.873,785.71,T3_HIT,23,9.69
NFLX,long,74,2024-04-23,2024-05-08,55.65,60.16,55.46,0.341,334.04,T2_HIT,15,8.11
CAT,long,13,2024-04-26,2024-05-10,328.85,344.95,328.43,0.129,209.18,T1_HIT,14,4.89
SBUX,long,64,2024-05-08,2024-05-10,67.81,70.64,68.01,-0.292,181.31,T1_HIT,2,4.18
UNH,long,19,2024-04-03,2024-05-13,439.75,487.38,436.07,0.843,905.14,T3_HIT,40,10.83
AMAT,long,45,2024-04-23,2024-05-13,186.56,204.35,185.78,0.418,800.89,T3_HIT,20,9.54
NFLX,long,150,2024-04-23,2024-05-13,55.65,61.43,55.46,0.341,867.15,T3_HIT,20,10.39
MSFT,long,11,2024-04-26,2024-05-13,404.3,410.03,391.42,3.291,63.01,T1_HIT,17,1.42
KO,short,294,2024-04-26,2024-05-20,57.71,59.0,57.88,-0.3,-380.39,TIME_STOP,24,-2.24
SBUX,long,64,2024-05-08,2024-05-20,67.81,73.42,68.01,-0.292,358.97,T2_HIT,12,8.27
MSFT,long,11,2024-04-26,2024-05-22,404.3,422.64,391.42,3.291,201.73,T2_HIT,26,4.54
SBUX,long,127,2024-05-08,2024-05-23,67.81,75.71,68.01,-0.292,1002.82,T3_HIT,15,11.64
AAPL,short,94,2024-05-06,2024-05-29,180.38,187.82,181.4,-0.56,-699.0,TIME_STOP,23,-4.12
UNH,short,9,2024-05-17,2024-05-30,497.75,459.09,496.16,0.32,347.97,T1_HIT,13,7.77
MS,short,46,2024-05-22,2024-05-30,95.31,91.93,95.54,-0.245,155.4,T1_HIT,8,3.54
GOOGL,short,75,2024-04-29,2024-05-31,167.57,170.35,170.44,-1.681,-208.15,POST_T1_STOP,32,-1.66
UNH,short,9,2024-05-17,2024-05-31,497.75,459.17,496.16,0.32,347.2,T2_HIT,14,7.75
CAT,long,38,2024-04-26,2024-06-11,328.85,318.48,328.43,0.129,-394.35,POST_T1_STOP,46,-3.16
LLY,short,22,2024-05-22,2024-06-11,788.84,868.74,790.97,-0.27,-1757.97,STOP_LOSS,20,-10.13
MSFT,long,21,2024-04-26,2024-06-18,404.3,441.92,391.42,3.291,790.0,T3_HIT,53,9.3
QCOM,short,20,2024-06-20,2024-06-21,214.85,202.93,217.62,-1.273,238.42,T1_HIT,1,5.55
QCOM,short,20,2024-06-20,2024-06-25,214.85,194.67,217.62,-1.273,403.64,T2_HIT,5,9.39
QCOM,short,41,2024-06-20,2024-06-26,214.85,191.96,217.62,-1.273,938.64,T3_HIT,6,10.66
WFC,long,320,2024-06-06,2024-06-28,55.85,55.19,55.75,0.174,-209.79,TIME_STOP,22,-1.17
MS,short,139,2024-05-22,2024-07-01,95.31,91.77,95.54,-0.245,491.81,POST_T1_STOP,40,3.71
C,long,80,2024-06-24,2024-07-01,56.56,59.9,56.45,0.19,267.26,T1_HIT,7,5.91
CAT,long,14,2024-06-17,2024-07-02,312.37,318.71,312.37,-0.002,88.83,T1_HIT,15,2.03
LLY,short,20,2024-06-12,2024-07-05,858.76,884.79,852.67,0.714,-520.57,TIME_STOP,23,-3.03
C,long,80,2024-06-24,2024-07-05,56.56,60.7,56.45,0.19,331.25,T2_HIT,11,7.32
AAPL,short,83,2024-06-13,2024-07-08,212.71,224.95,211.06,0.783,-1015.37,TIME_STOP,25,-5.75
MCD,long,19,2024-07-10,2024-07-15,235.62,241.95,234.49,0.48,120.35,T1_HIT,5,2.69
CAT,long,14,2024-06-17,2024-07-16,312.37,337.01,312.37,-0.002,344.98,T2_HIT,29,7.89
CAT,long,28,2024-06-17,2024-07-17,312.37,348.8,312.37,-0.002,1020.26,T3_HIT,30,11.67
C,long,161,2024-06-24,2024-07-17,56.56,62.9,56.45,0.19,1021.17,T3_HIT,23,11.21
WFC,long,84,2024-07-15,2024-07-17,54.2,57.16,53.72,0.9,248.2,T1_HIT,2,5.45
UNH,short,17,2024-05-17,2024-07-18,497.75,539.59,496.16,0.32,-711.24,STOP_LOSS,62,-8.41
INTC,short,132,2024-07-15,2024-07-22,34.48,33.07,34.27,0.616,186.26,T1_HIT,7,4.09
NFLX,long,71,2024-07-18,2024-07-22,65.66,63.95,64.75,1.405,-121.41,T1_HIT,4,-2.6
INTC,short,132,2024-07-15,2024-07-25,34.48,31.17,34.27,0.616,436.79,T2_HIT,10,9.6
MCD,long,19,2024-07-10,2024-07-31,235.62,253.19,234.49,0.48,333.85,T2_HIT,21,7.46
INTC,short,264,2024-07-15,2024-07-31,34.48,30.35,34.27,0.616,1091.32,T3_HIT,16,11.99
NVDA,long,103,2024-07-26,2024-07-31,116.0,112.71,112.1,3.478,-338.31,STOP_LOSS,5,-2.83
MRK,long,75,2024-03-11,2024-08-01,115.25,105.89,114.19,0.931,-701.87,STOP_LOSS,143,-8.12
MCD,long,38,2024-07-10,2024-08-05,235.62,261.41,234.49,0.48,980.16,T3_HIT,26,10.95
PG,long,29,2024-07-31,2024-08-05,152.36,161.9,153.21,-0.552,276.69,T1_HIT,5,6.26
WFC,long,253,2024-07-15,2024-08-06,54.2,49.67,53.72,0.9,-1146.6,STOP_LOSS,22,-8.36
IWM,short,22,2024-07-15,2024-08-06,210.18,198.65,208.56,0.776,253.59,T1_HIT,22,5.48
NFLX,long,212,2024-07-18,2024-08-06,65.66,60.06,64.75,1.405,-1186.78,STOP_LOSS,19,-8.53
NVDA,long,83,2024-08-05,2024-08-06,91.91,103.67,107.09,-14.176,976.13,STOP_LOSS,1,12.8
AMZN,long,21,2024-08-06,2024-08-08,161.71,165.17,161.02,0.429,72.66,T1_HIT,2,2.14
PFE,short,177,2024-07-26,2024-08-09,26.33,25.02,25.99,1.296,231.83,T1_HIT,14,4.98
MU,long,25,2024-08-06,2024-08-12,88.64,92.52,89.85,-1.344,96.89,T1_HIT,6,4.37
AAPL,long,22,2024-08-06,2024-08-13,203.36,217.19,207.29,-1.895,304.3,T1_HIT,7,6.8
MU,long,25,2024-08-06,2024-08-14,88.64,100.37,89.85,-1.344,293.16,T2_HIT,8,13.23
MU,long,50,2024-08-06,2024-08-15,88.64,102.86,89.85,-1.344,711.03,T3_HIT,9,16.04
AMZN,long,21,2024-08-06,2024-08-16,161.71,177.04,161.02,0.429,321.93,T2_HIT,10,9.48
HON,long,96,2024-07-26,2024-08-19,191.78,188.49,191.23,0.289,-315.94,TIME_STOP,24,-1.72
KO,short,294,2024-07-26,2024-08-19,62.42,65.52,62.42,0.008,-911.11,TIME_STOP,24,-4.96
