date,pv
2019-11-22,102044.71
2019-11-25,101184.93
2019-11-26,101882.86
2019-11-27,102196.37
2019-11-29,102489.15
2019-12-02,102313.71
2019-12-03,102514.17
2019-12-04,102251.8
2019-12-05,102253.04
2019-12-06,102827.97
2019-12-09,102539.83
2019-12-10,102519.69
2019-12-11,102728.8
2019-12-12,102961.66
2019-12-13,103185.49
2019-12-16,102876.55
2019-12-17,102801.23
