date,pv
2022-12-12,83943.51
2022-12-13,83548.36
2022-12-14,83761.15
2022-12-15,86213.96
2022-12-16,86667.1
2022-12-19,87609.39
2022-12-20,87919.8
2022-12-21,88703.77
2022-12-22,88170.79
2022-12-23,89237.83
2022-12-27,89072.1
2022-12-28,88639.06
2022-12-29,89842.26
2022-12-30,89871.12
2023-01-03,89752.26
2023-01-04,92663.66
2023-01-05,92577.14
2023-01-06,93625.74
2023-01-09,93739.1
2023-01-10,93861.81
2023-01-11,93931.85
2023-01-12,94440.01
2023-01-13,94052.17
2023-01-17,94214.45
2023-01-18,94383.03
2023-01-19,94380.77
2023-01-20,94532.33
2023-01-23,94009.72
2023-01-24,94284.4
2023-01-25,94761.98
2023-01-26,94830.86
2023-01-27,93988.0
2023-01-30,93689.03
2023-01-31,94112.18
2023-02-01,93977.99
2023-02-02,93481.82
2023-02-03,93846.16
2023-02-06,94073.19
2023-02-07,94113.58
2023-02-08,94247.56
2023-02-09,93939.9
2023-02-10,94485.05
2023-02-13,94647.82
2023-02-14,94739.45
2023-02-15,94112.82
2023-02-16,93436.56
2023-02-17,93771.34
2023-02-21,93722.23
2023-02-22,93870.65
2023-02-23,93604.43
2023-02-24,92958.03
2023-02-27,93204.8
2023-02-28,92858.84
2023-03-01,92412.15
2023-03-02,92950.18
2023-03-03,93928.98
2023-03-06,94100.3
2023-03-07,92902.81
2023-03-08,93457.52
2023-03-09,92076.49
2023-03-10,92010.58
2023-03-13,92461.34
2023-03-14,92767.19
2023-03-15,92683.34
2023-03-16,94225.96
2023-03-17,92871.18
2023-03-20,94431.67
2023-03-21,95667.26
2023-03-22,94328.36
2023-03-23,93727.32
2023-03-24,93622.8
2023-03-27,94942.54
2023-03-28,94983.49
2023-03-29,95903.71
2023-03-30,95695.98
2023-03-31,96030.63
2023-04-03,96933.01
2023-04-04,96524.14
2023-04-05,96589.97
2023-04-06,95816.33
2023-04-10,96134.3
2023-04-11,96742.98
2023-04-12,96610.97
2023-04-13,96803.46
2023-04-14,97024.49
2023-04-17,97535.48
2023-04-18,98003.78
2023-04-19,97906.43
2023-04-20,98291.61
2023-04-21,98031.95
2023-04-24,98212.2
2023-04-25,98552.99
2023-04-26,98084.18
2023-04-27,97766.03
2023-04-28,97993.42
2023-05-01,96612.68
2023-05-02,96414.35
2023-05-03,98285.69
2023-05-04,97344.58
2023-05-05,97136.62
2023-05-08,96709.66
2023-05-09,96895.87
2023-05-10,96525.06
2023-05-11,95973.17
2023-05-12,95622.07
2023-05-15,96254.25
2023-05-16,95321.33
2023-05-17,96716.48
2023-05-18,97206.65
2023-05-19,96878.79
2023-05-22,96412.99
2023-05-23,96689.27
2023-05-24,96270.33
2023-05-25,96361.19
2023-05-26,97566.2
2023-05-30,97804.28
2023-05-31,97758.8
2023-06-01,96006.42
2023-06-02,97439.27
2023-06-05,96913.76
2023-06-06,97851.37
2023-06-07,98896.88
2023-06-08,98422.82
2023-06-09,98194.09
2023-06-12,97241.82
2023-06-13,95816.76
2023-06-14,94450.62
2023-06-15,94569.43
2023-06-16,95675.21
2023-06-20,96036.25
2023-06-21,97661.91
2023-06-22,97794.95
2023-06-23,99083.88
2023-06-26,98873.11
2023-06-27,97539.36
2023-06-28,97223.95
2023-06-29,97516.0
2023-06-30,97220.01
2023-07-03,96977.89
2023-07-05,97200.47
2023-07-06,96612.98
2023-07-07,96316.28
2023-07-10,96277.91
2023-07-11,96497.21
2023-07-12,96529.89
2023-07-13,95794.22
2023-07-14,95717.36
2023-07-17,94750.57
2023-07-18,96041.84
2023-07-19,95996.71
2023-07-20,96835.59
2023-07-21,97017.9
2023-07-24,96582.59
2023-07-25,96305.67
2023-07-26,95988.21
2023-07-27,96466.34
2023-07-28,95593.36
2023-07-31,96390.05
2023-08-01,96683.5
2023-08-02,98114.24
2023-08-03,97866.74
2023-08-04,99419.73
2023-08-07,98302.3
2023-08-08,98637.16
2023-08-09,99311.4
2023-08-10,99477.46
2023-08-11,99542.97
2023-08-14,98304.45
2023-08-15,98841.44
2023-08-16,99385.16
2023-08-17,99673.84
2023-08-18,99735.95
2023-08-21,99591.1
2023-08-22,99030.34
2023-08-23,99092.08
2023-08-24,99382.65
2023-08-25,99140.59
2023-08-28,99959.91
2023-08-29,100979.62
2023-08-30,100568.99
2023-08-31,99806.49
2023-09-01,100130.68
2023-09-05,100049.04
2023-09-06,99979.94
2023-09-07,99745.49
2023-09-08,99546.24
2023-09-11,99798.94
2023-09-12,99631.71
2023-09-13,99887.31
2023-09-14,100118.56
2023-09-15,100235.04
2023-09-18,100363.45
2023-09-19,100144.02
2023-09-20,100428.01
2023-09-21,99567.68
2023-09-22,99057.43
2023-09-25,98563.72
2023-09-26,98027.41
2023-09-27,96951.48
2023-09-28,97303.64
2023-09-29,97044.1
2023-10-02,96564.75
2023-10-03,95874.58
2023-10-04,95785.28
2023-10-05,96253.56
2023-10-06,97058.64
2023-10-09,97804.69
2023-10-10,98337.81
2023-10-11,97298.47
2023-10-12,97429.49
2023-10-13,98592.59
2023-10-16,98885.0
2023-10-17,99119.3
2023-10-18,98713.22
2023-10-19,98350.44
2023-10-20,97887.64
2023-10-23,97301.49
2023-10-24,97440.06
2023-10-25,96992.61
2023-10-26,97670.54
2023-10-27,96596.31
2023-10-30,97229.06
2023-10-31,96830.41
2023-11-01,97588.47
2023-11-02,98799.53
2023-11-03,98520.67
2023-11-06,98003.21
2023-11-07,97933.29
2023-11-08,97605.19
2023-11-09,97361.79
2023-11-10,96907.39
2023-11-13,97542.51
2023-11-14,96917.69
2023-11-15,96662.42
2023-11-16,96532.03
